geo_key,zip_code_prefix,city,state,latitude,longitude
33,01033,sao paulo,SP,-23.5392714370778083,-46.6358780842148444
34,01034,sao paulo,SP,-23.5425153174199448,-46.6373674488009046
35,01035,sao paulo,SP,-23.5416144887389444,-46.6415491425265169
36,01036,sao paulo,SP,-23.5416484523362822,-46.6414432773593392
37,01037,sao paulo,SP,-23.5454110164540824,-46.6389243720483829
38,01038,sao paulo,SP,-23.5439073796276812,-46.6399938060939121
39,01039,sao paulo,SP,-23.5413708577719404,-46.6391652888511861
40,01040,sao paulo,SP,-23.5410281790088221,-46.6383246949694134
41,01041,sao paulo,SP,-23.5439045874603606,-46.6400464864447257
42,01042,sao paulo,SP,-23.5448529495317501,-46.6404104560316973
43,01043,sao paulo,SP,-23.5457659911863801,-46.6415024645414054
44,01044,sao paulo,SP,-23.5455982384234169,-46.6414526701531548
45,01045,sao paulo,SP,-23.5423453661785615,-46.6425269757011838
46,01046,sao paulo,SP,-23.5459300391688133,-46.6439975177818200
47,01047,sao paulo,SP,-23.5461876070817493,-46.6410674335616723
48,01048,sao paulo,SP,-23.5471131888407293,-46.6398398748963808
49,01049,sao paulo,SP,-23.5470112367460078,-46.6391657049330643
50,01050,sao paulo,SP,-23.5492291635805108,-46.6430302345515387
51,01101,sao paulo,SP,-23.5282868603782127,-46.6319575350310520
52,01102,sao paulo,SP,-23.5255714069557434,-46.6302874843939381
53,01103,sao paulo,SP,-23.5354684460521305,-46.6302907733834848
54,01104,sao paulo,SP,-23.5349521653685397,-46.6295703906134701
55,01105,sao paulo,SP,-23.5340939817758612,-46.6290776801733309
56,01106,sao paulo,SP,-23.5302207751378328,-46.6282212595307862
57,01107,sao paulo,SP,-23.5260878920313702,-46.6295898871865963
58,01108,sao paulo,SP,-23.5272321713254938,-46.6303544181998610
59,01109,sao paulo,SP,-23.5246248995876453,-46.6271032433605613
60,01120,sao paulo,SP,-23.5301625297531135,-46.6395114116630901
61,01121,sao paulo,SP,-23.5278666589988250,-46.6352569204928666
62,01122,sao paulo,SP,-23.5311305965386087,-46.6383248261419223
63,01123,sao paulo,SP,-23.5291645437106033,-46.6365823926747258
64,01124,sao paulo,SP,-23.5282212338257429,-46.6330954010969057
65,01125,sao paulo,SP,-23.5272884495716404,-46.6401643235087458
66,01126,sao paulo,SP,-23.5270665493375617,-46.6391527868083999
67,01127,sao paulo,SP,-23.5254808033666301,-46.6415954885264151
68,01128,sao paulo,SP,-23.5237867386571500,-46.6422096645525330
69,01129,sao paulo,SP,-23.5240513854643857,-46.6450730401299826
70,01130,sao paulo,SP,-23.5248308208671183,-46.6449299215774607
71,01131,sao paulo,SP,-23.5223797376710271,-46.6431078473664330
72,01132,sao paulo,SP,-23.5215398793043216,-46.6487392333172797
73,01133,são paulo,SP,-23.5204242817098498,-46.6533223094667720
74,01134,sao paulo,SP,-23.5188999398782859,-46.6526903364366701
75,01135,sao paulo,SP,-23.5261904267291813,-46.6509700412022126
76,01136,sao paulo,SP,-23.5239869201817152,-46.6613513504577951
77,01137,sao paulo,SP,-23.5228514803221143,-46.6528092315393528
78,01138,sao paulo,SP,-23.5224558239392621,-46.6552539036642545
79,01139,sao paulo,SP,-23.5207249560717503,-46.6659389714417197
80,01140,sao paulo,SP,-23.5204384437090391,-46.6692371684403894
81,01141,sao paulo,SP,-23.5203103259055565,-46.6664390139175039
82,01142,sao paulo,SP,-23.5199343051526420,-46.6251300217966000
83,01144,sao paulo,SP,-23.5235727492958445,-46.6724245902844493
84,01150,sao paulo,SP,-23.5329530235972798,-46.6582459426613476
85,01151,sao paulo,SP,-23.5316415846837154,-46.6562887532490839
86,01152,sao paulo,SP,-23.5298848457412691,-46.6552764333326594
87,01153,sao paulo,SP,-23.5299308462987564,-46.6535490869043547
88,01154,sao paulo,SP,-23.5305358972499372,-46.6592957038805553
89,01155,sao paulo,SP,-23.5290728840251766,-46.6633199516820760
90,01156,sao paulo,SP,-23.5289211383029116,-46.6664372451449930
91,01189,sao paulo,SP,-23.5321082550637800,-46.6383947010791400
92,01200,sao paulo,SP,-23.5315677732414130,-46.6498690778464200
93,01201,sao paulo,SP,-23.5360828096741809,-46.6495393904693152
94,01202,sao paulo,SP,-23.5337425764593351,-46.6482804510544615
95,01203,sao paulo,SP,-23.5359646566613181,-46.6452995563267897
96,01204,sao paulo,SP,-23.5359926394685156,-46.6440898226072215
97,01205,sao paulo,SP,-23.5364907748939656,-46.6426419668096314
98,01206,sao paulo,SP,-23.5358636851174681,-46.6428187133639677
99,01207,sao paulo,SP,-23.5391755601351860,-46.6386541500101187
100,01208,sao paulo,SP,-23.5386604956622553,-46.6389820460201630
101,01209,sao paulo,SP,-23.5406952555660675,-46.6415829357228257
102,01210,sao paulo,SP,-23.5400393405589171,-46.6420913108134683
103,01211,sao paulo,SP,-23.5375765741056494,-46.6488379011890077
104,01212,sao paulo,SP,-23.5382685117906617,-46.6394226325676394
105,01213,sao paulo,SP,-23.5365014946151590,-46.6403611634070691
106,01214,sao paulo,SP,-23.5388424939618590,-46.6452304530601431
107,01215,sao paulo,SP,-23.5361673999149436,-46.6475418578653499
108,01216,sao paulo,SP,-23.5331275939644944,-46.6478338074506789
109,01217,sao paulo,SP,-23.5326575578364850,-46.6488839929863052
110,01218,sao paulo,SP,-23.5312497988640567,-46.6483251410540449
111,01219,sao paulo,SP,-23.5412888142863701,-46.6456986030106614
112,01220,sao paulo,SP,-23.5445140111097382,-46.6460399022194221
113,01221,sao paulo,SP,-23.5448676974720807,-46.6482817153710142
114,01222,sao paulo,SP,-23.5459445439729991,-46.6493693740151824
115,01223,sao paulo,SP,-23.5440881165585644,-46.6485821171501980
116,01224,sao paulo,SP,-23.5417786514757890,-46.6524223396395282
117,01225,sao paulo,SP,-23.5397860212137267,-46.6491388315101550
118,01226,sao paulo,SP,-23.5380101089056827,-46.6527192681275537
119,01227,sao paulo,SP,-23.5462019129688148,-46.6583845827339923
120,01228,sao paulo,SP,-23.5451893792860017,-46.6576108569884607
121,01229,sao paulo,SP,-23.5389016098434663,-46.6572911303768332
122,01230,sao paulo,SP,-23.5363104059180252,-46.6571120086341312
123,01231,sao paulo,SP,-23.5369504074261358,-46.6592558927849684
124,01232,sao paulo,SP,-23.5364280035301776,-46.6574260113780250
125,01233,sao paulo,SP,-23.5362465401499578,-46.6616652179657780
126,01234,sao paulo,SP,-23.5396895622515439,-46.6642440354639579
127,01235,sao paulo,SP,-23.5367142768622725,-46.6646663039169783
128,01236,sao paulo,SP,-23.5435502244313456,-46.6674194109064364
129,01237,sao paulo,SP,-23.5432344510123213,-46.6687244022890443
130,01238,sao paulo,SP,-23.5425713968511435,-46.6542433310406640
131,01239,sao paulo,SP,-23.5430952700847956,-46.6310591962176325
132,01240,sao paulo,SP,-23.5437918434428701,-46.6585439625298611
133,01241,sao paulo,SP,-23.5455247866023711,-46.6578401930833474
134,01242,sao paulo,SP,-23.5465069470858898,-46.6585017464245316
135,01243,sao paulo,SP,-23.5481203049943840,-46.6591918488455621
136,01244,sao paulo,SP,-23.5620491279766400,-46.6595903140335625
137,01245,sao paulo,SP,-23.5494755238466996,-46.6638210741829499
138,01246,sao paulo,SP,-23.5534812952496782,-46.6663184770310083
139,01247,sao paulo,SP,-23.5506380728504215,-46.6686558045011503
140,01248,sao paulo,SP,-23.5479125248410471,-46.6680263133255016
141,01249,sao paulo,SP,-23.5484198924490819,-46.6712204455584813
142,01250,sao paulo,SP,-23.5476404830759960,-46.6719726335433301
143,01251,sao paulo,SP,-23.5483745164047474,-46.6748464717028748
144,01252,sao paulo,SP,-23.5417539754708740,-46.6789340400076332
145,01253,sao paulo,SP,-23.5449291263529180,-46.6791646920869973
146,01254,sao paulo,SP,-23.5433374202550353,-46.6808524029340148
147,01255,sao paulo,SP,-23.5463698353191803,-46.6815417268252800
148,01256,são paulo,SP,-23.5477732561746233,-46.6828383491545863
149,01257,sao paulo,SP,-23.5436098390543196,-46.6878385751107516
150,01258,sao paulo,SP,-23.5440370173250768,-46.6868509124713627
151,01259,sao paulo,SP,-23.5414185538432821,-46.6853038967693410
152,01262,sao paulo,SP,-23.5508563914627120,-46.6773518489253600
153,01290,são paulo,SP,-23.5409613413929600,-46.6577487027525850
154,01301,sao paulo,SP,-23.5493289702812234,-46.6508900986875424
155,01302,sao paulo,SP,-23.5490029212622921,-46.6495522786360971
156,01303,sao paulo,SP,-23.5495056981546582,-46.6484325142884851
157,01304,sao paulo,SP,-23.5540564348111847,-46.6552023687131293
158,01305,sao paulo,SP,-23.5526227358652576,-46.6525382887720676
159,01306,sao paulo,SP,-23.5537852067189134,-46.6496050969453901
160,01307,sao paulo,SP,-23.5527780101157094,-46.6532077004906187
161,01308,sao paulo,SP,-23.5559813736145043,-46.6533111142811386
162,01309,sao paulo,SP,-23.5554930800159353,-46.6584521895006681
163,01310,sao paulo,SP,-23.5616529484695153,-46.6560213043072757
164,01311,sao paulo,SP,-23.5645046093809477,-46.6527926559532062
165,01312,sao paulo,SP,-23.5547938726134027,-46.6496149179462480
166,01313,sao paulo,SP,-23.5561116991583844,-46.6505738058724885
167,01314,sao paulo,SP,-23.5526407344612542,-46.6452043776330281
168,01315,sao paulo,SP,-23.5540899999780504,-46.6403890956976374
169,01316,sao paulo,SP,-23.5529548453939087,-46.6394328193213035
170,01317,sao paulo,SP,-23.5562382136450650,-46.6400598652284945
171,01318,sao paulo,SP,-23.5594479898881263,-46.6424127373321961
172,01319,sao paulo,SP,-23.5518816577314271,-46.6407279727162587
173,01320,sao paulo,SP,-23.5579550622919619,-46.6393473993253963
174,01321,sao paulo,SP,-23.5621286348845879,-46.6419185498131493
175,01322,sao paulo,SP,-23.5631716588295810,-46.6434561415752392
176,01323,sao paulo,SP,-23.5657347846502273,-46.6414781031264034
177,01324,sao paulo,SP,-23.5552147354657207,-46.6431507402032017
178,01325,sao paulo,SP,-23.5573901634976860,-46.6444583366760198
179,01326,sao paulo,SP,-23.5565390146889559,-46.6454395617980080
180,01327,sao paulo,SP,-23.5651134247144245,-46.6449445793287673
181,01328,sao paulo,SP,-23.5559926864850098,-46.6467948023054656
182,01329,sao paulo,SP,-23.5619775213248213,-46.6472810956671455
183,01330,sao paulo,SP,-23.5590378861160496,-46.6494588373020782
184,01331,sao paulo,SP,-23.5626644147121794,-46.6499966580578307
185,01332,sao paulo,SP,-23.5595685875786468,-46.6524516448760548
186,01333,sao paulo,SP,-23.5664350524089498,-46.6475635966189575
187,01401,sao paulo,SP,-23.5758072503516894,-46.6586546272465946
188,01402,sao paulo,SP,-23.5748373900490777,-46.6573920398935773
189,01403,sao paulo,SP,-23.5687550387710727,-46.6534094441458072
190,01404,sao paulo,SP,-23.5685447336284453,-46.6557802766580598
191,01405,sao paulo,SP,-23.5647625796343945,-46.6551383851837308
192,01406,sao paulo,SP,-23.5748143389678284,-46.6702992727405253
193,01407,sao paulo,SP,-23.5761118844289478,-46.6713920573775943
194,01408,sao paulo,SP,-23.5671118950281078,-46.6608134158177924
195,01409,sao paulo,SP,-23.5614608245866126,-46.6582620039176948
196,01410,sao paulo,SP,-23.5628314458696274,-46.6609252480245660
197,01411,sao paulo,SP,-23.5642478675429807,-46.6640595679499369
198,01412,sao paulo,SP,-23.5636515807376672,-46.6660241210752375
199,01413,sao paulo,SP,-23.5618145041244534,-46.6640339542719111
200,01414,sao paulo,SP,-23.5596234937196841,-46.6634964553206088
201,01415,sao paulo,SP,-23.5560917164832590,-46.6604621983755284
202,01416,sao paulo,SP,-23.5606929139614145,-46.6676885326705040
203,01417,sao paulo,SP,-23.5527788530995799,-46.6339318950363342
204,01418,sao paulo,SP,-23.5641161490398687,-46.6552723986437904
205,01419,sao paulo,SP,-23.5635416200097811,-46.6559496130488189
206,01420,sao paulo,SP,-23.5634354904988024,-46.6579160391969815
207,01421,sao paulo,SP,-23.5632992649687946,-46.6601536924571614
208,01422,sao paulo,SP,-23.5639619107073658,-46.6611323684158806
209,01423,sao paulo,SP,-23.5691451171933993,-46.6573476650513089
210,01424,sao paulo,SP,-23.5680414568059361,-46.6613988432094308
211,01425,sao paulo,SP,-23.5728985324954186,-46.6592473923676154
212,01426,sao paulo,SP,-23.5658603970982790,-46.6660316963267745
213,01427,sao paulo,SP,-23.5710447647915916,-46.6640686142176596
214,01428,sao paulo,SP,-23.5739388728600435,-46.6623263237467950
215,01429,sao paulo,SP,-23.5763844555290962,-46.6629000070743347
216,01430,sao paulo,SP,-23.6561400623560209,-46.6625020460921295
217,01431,sao paulo,SP,-23.6203887798360636,-46.6647681845236610
218,01432,sao paulo,SP,-23.5764858798059930,-46.6657860583567010
219,01433,sao paulo,SP,-23.5784074546166122,-46.6683729559598701
220,01434,sao paulo,SP,-23.5746465448428079,-46.6723773990152507
221,01435,sao paulo,SP,-23.5793218456053724,-46.6701786689686799
222,01436,sao paulo,SP,-23.5724553859282118,-46.6679887161694191
223,01437,sao paulo,SP,-23.5721412540443000,-46.6715032961894183
224,01438,sao paulo,SP,-23.5698037087742495,-46.6722648790596794
225,01439,sao paulo,SP,-23.5662894880920351,-46.6735714177822794
226,01440,sao paulo,SP,-23.5682894581571255,-46.6781702460609780
227,01441,sao paulo,SP,-23.5706038942613361,-46.6837320967598933
228,01442,sao paulo,SP,-23.5665307320617040,-46.6786160551588378
229,01443,sao paulo,SP,-23.5682689389101024,-46.6845078633313310
230,01444,sao paulo,SP,-23.5732355418297841,-46.6875269544754500
231,01445,sao paulo,SP,-23.5710379833572298,-46.6880680072700940
232,01446,sao paulo,SP,-23.5755837885509826,-46.6754988938845426
233,01447,sao paulo,SP,-23.5727868094897141,-46.6788855625839852
234,01448,sao paulo,SP,-23.5782378963881271,-46.6798226933561991
235,01449,sao paulo,SP,-23.5761169177278924,-46.6799566982468100
236,01450,sao paulo,SP,-23.5764531788729722,-46.6851850895867090
237,01451,sao paulo,SP,-23.5774359501077628,-46.6869898495036439
238,01452,sao paulo,SP,-23.5749964459781037,-46.6888793840355888
239,01453,sao paulo,SP,-23.5840590039747313,-46.6863761089446839
240,01454,sao paulo,SP,-23.5823769762780891,-46.6867027550979142
241,01455,sao paulo,SP,-23.5805541360028002,-46.6911213685404744
242,01456,sao paulo,SP,-23.5768397654410419,-46.6909872490072613
243,01457,sao paulo,SP,-23.5752378098295914,-46.6927035096049699
244,01472,sao paulo,SP,-23.5705436924807900,-46.6912966794390500
245,01489,são paulo,SP,-23.5766499888914800,-46.6874000477521560
246,01501,sao paulo,SP,-23.5524693561968755,-46.6354854383674097
247,01502,sao paulo,SP,-23.5546059421285359,-46.6354925611390469
248,01503,sao paulo,SP,-23.5577090029527034,-46.6367693710155402
249,01504,sao paulo,SP,-23.5668605804580991,-46.6395052962223349
250,01505,sao paulo,SP,-23.5552676111864415,-46.6318247620462724
251,01506,sao paulo,SP,-23.5595586678624725,-46.6350321850318243
252,01507,sao paulo,SP,-23.5581464184346583,-46.6317658905254251
253,01508,sao paulo,SP,-23.5614236312104303,-46.6358300594128585
254,01509,sao paulo,SP,-23.5670100802531305,-46.6357981412500903
255,01510,sao paulo,SP,-23.5576021649865907,-46.6336152828108211
256,01511,sao paulo,SP,-23.5614568127286006,-46.6329479357150821
257,01512,sao paulo,SP,-23.5537172060798111,-46.6294990973041360
258,01513,sao paulo,SP,-23.5489143569726446,-46.6038446160975150
259,01514,sao paulo,SP,-23.5543778187845423,-46.6283377686285280
260,01516,sao paulo,SP,-23.5590732442396997,-46.6154799642418129
261,01517,sao paulo,SP,-23.5596132784404618,-46.6240034806989291
262,01518,sao paulo,SP,-23.5592092623912525,-46.6231869201275944
263,01519,sao paulo,SP,-23.5609263624011888,-46.6247570678716681
264,01520,sao paulo,SP,-23.5593782690558983,-46.6201640194144710
265,01521,sao paulo,SP,-23.5611744449417091,-46.6215090316688573
266,01522,sao paulo,SP,-23.5599202658007674,-46.6159818675357295
267,01523,sao paulo,SP,-23.5642034784522678,-46.6168970647085586
268,01524,sao paulo,SP,-23.5677832748332475,-46.6134005380578510
269,01525,sao paulo,SP,-23.5640289774677393,-46.6349539112495248
270,01526,sao paulo,SP,-23.5659522677599069,-46.6309439185661940
271,01527,sao paulo,SP,-23.5624391735259585,-46.6291922091737411
272,01528,sao paulo,SP,-23.5647700453061590,-46.6271659248341624
273,01529,sao paulo,SP,-23.5684391568745302,-46.6345554916413637
274,01530,sao paulo,SP,-23.5689444980634705,-46.6300891882053871
275,01531,sao paulo,SP,-23.5707606277133553,-46.6324252473839097
276,01532,sao paulo,SP,-23.5705342176129690,-46.6361118769604946
277,01533,sao paulo,SP,-23.5711681230998197,-46.6383645433503024
278,01534,sao paulo,SP,-23.5675435901596174,-46.6260851434502737
279,01535,sao paulo,SP,-23.5724332149057828,-46.6252413618821990
280,01536,sao paulo,SP,-23.5690321314549101,-46.6234362735563857
281,01537,sao paulo,SP,-23.5744228483884524,-46.6231372644315868
282,01538,sao paulo,SP,-23.5763128232783331,-46.6236293479442424
283,01539,sao paulo,SP,-23.5711528559150983,-46.6204360130377110
284,01540,sao paulo,SP,-23.5658513462896155,-46.6225815086008409
285,01541,sao paulo,SP,-23.5692527405787084,-46.6186169730580897
286,01542,sao paulo,SP,-23.5710658270801485,-46.6240601411332442
287,01543,sao paulo,SP,-23.5737209750736900,-46.6238717682692861
288,01544,sao paulo,SP,-23.5772554327180963,-46.6216317422156307
289,01545,sao paulo,SP,-23.5809741430984905,-46.6183103316264363
290,01546,sao paulo,SP,-23.5790393181512031,-46.6219556517969913
291,01547,sao paulo,SP,-23.5829939617233989,-46.6211267616403283
292,01548,sao paulo,SP,-23.5769271452868248,-46.6134207852000027
293,01549,sao paulo,SP,-23.5763175339993359,-46.6155866566937627
294,01550,sao paulo,SP,-23.5730566065928891,-46.6161505456114729
295,01551,sao paulo,SP,-23.5727379122679326,-46.6126800736110682
296,01552,sao paulo,SP,-23.5694906951950894,-46.6113217732372903
297,01553,sao paulo,SP,-23.5744879231810705,-46.6091980799407674
298,02009,sao paulo,SP,-23.5157991038302650,-46.6411390909713600
299,02010,sao paulo,SP,-23.5105615892129519,-46.6263549733137840
300,02011,sao paulo,SP,-23.5043850341284998,-46.6266210459010916
301,02012,sao paulo,SP,-23.5130660261885056,-46.6319681776176353
302,02013,sao paulo,SP,-23.5022061742250977,-46.6331145397994828
303,02016,sao paulo,SP,-23.5039848387671902,-46.6256721599388046
304,02017,sao paulo,SP,-23.5007429443607955,-46.6346945772848488
305,02018,sao paulo,SP,-23.4957037061788409,-46.6297069046086897
306,02019,sao paulo,SP,-23.4982630849199684,-46.6296515617304012
307,02020,sao paulo,SP,-23.4964686036889163,-46.6332928056547811
308,02021,sao paulo,SP,-23.4983091411772881,-46.6358858984643021
309,02022,sao paulo,SP,-23.5040739034245184,-46.6376709347386311
310,02028,sao paulo,SP,-23.5087025445677644,-46.6183369217187204
311,02029,sao paulo,SP,-23.5093620785227859,-46.6193435530012764
312,02030,sao paulo,SP,-23.5058713385214028,-46.6246825691127260
313,02031,sao paulo,SP,-23.5100627088197632,-46.6257781627838050
314,02032,sao paulo,SP,-23.5110682607292063,-46.6238498222243718
315,02033,sao paulo,SP,-23.4999004533954845,-46.6150499907492246
316,02034,sao paulo,SP,-23.5040728764956522,-46.6241442162558064
317,02035,sao paulo,SP,-23.4962113109325990,-46.6228250087306271
318,02036,sao paulo,SP,-23.5017443071434251,-46.6208028623092974
319,02037,sao paulo,SP,-23.4997182210762610,-46.6205550452775400
320,02038,sao paulo,SP,-23.4952375280590766,-46.6241622823320712
321,02039,sao paulo,SP,-23.4930250959730849,-46.6216034795835367
322,02040,sao paulo,SP,-23.4896599600144208,-46.6225716650929536
323,02041,sao paulo,SP,-23.4906264766071138,-46.6230798026254206
324,02042,sao paulo,SP,-23.4942339044422310,-46.6163771524374694
325,02043,sao paulo,SP,-23.4899434197819822,-46.6161244568886952
326,02044,sao paulo,SP,-23.4957247176304046,-46.6187879658523837
327,02045,sao paulo,SP,-23.4961464920177916,-46.6164029191788953
328,02046,sao paulo,SP,-23.4922804553008772,-46.6117694020756830
329,02047,sao paulo,SP,-23.5172155538250492,-46.6186739638722970
330,02049,são paulo,SP,-23.5141665903350950,-46.6173655941443875
331,02050,sao paulo,SP,-23.5173441547818803,-46.6121352269395934
332,02051,sao paulo,SP,-23.5099883400791754,-46.6077644153910514
333,02052,sao paulo,SP,-23.5129744661550323,-46.6077837847969190
334,02053,sao paulo,SP,-23.5132275988504305,-46.6027926911110070
335,02054,sao paulo,SP,-23.5171955080953368,-46.6066992122044459
336,02055,sao paulo,SP,-23.5140297313188335,-46.6071261616434297
337,02056,sao paulo,SP,-23.5123021333116542,-46.6027880772541182
338,02060,sao paulo,SP,-23.5190051551952685,-46.6028609318214755
339,02064,sao paulo,SP,-23.5176769604340178,-46.5979646294073380
340,02065,sao paulo,SP,-23.5077112408840033,-46.6053692991310509
341,02066,sao paulo,SP,-23.5086433050179933,-46.6052956688157373
342,02067,sao paulo,SP,-23.5067202810532992,-46.6036534199635019
343,02068,sao paulo,SP,-23.5051325062282003,-46.6123753207628831
344,02069,sao paulo,SP,-23.5055343439837576,-46.6139277075392274
345,02071,sao paulo,SP,-23.5042787580299120,-46.6064276723510963
346,02072,sao paulo,SP,-23.5001649278401625,-46.6040553351134736
347,02073,sao paulo,SP,-23.5018320280371912,-46.6071339303052159
348,02074,sao paulo,SP,-23.5052198619830915,-46.6004475049547541
349,02075,sao paulo,SP,-23.5054542204299752,-46.6023270321792130
350,02076,sao paulo,SP,-23.5046605297824331,-46.5990984618096810
351,02077,sao paulo,SP,-23.5023161629539802,-46.5972944007028230
352,02078,sao paulo,SP,-23.5022482247488198,-46.5956096712978535
353,02079,sao paulo,SP,-23.4992877141270193,-46.6057850796723724
354,02080,sao paulo,SP,-23.4976704199031625,-46.6053615717067207
355,02081,sao paulo,SP,-23.4958413326036261,-46.6046993246656601
356,02082,sao paulo,SP,-23.4945970645680391,-46.6071667931365551
357,02083,sao paulo,SP,-23.4953214555945826,-46.5979355604243385
358,02084,sao paulo,SP,-23.4972752167985479,-46.5997430555318123
359,02085,sao paulo,SP,-23.4979526826484956,-46.6129677377594980
360,02088,sao paulo,SP,-23.5042402597188400,-46.6207420665838650
361,02089,sao paulo,SP,-23.5170944845923300,-46.6166731007559040
362,02110,sao paulo,SP,-23.5190974650429746,-46.5955388543160581
363,02111,sao paulo,SP,-23.5176430012121400,-46.5927568776475996
364,02112,sao paulo,SP,-23.5174486242830964,-46.5904512196473893
365,02113,sao paulo,SP,-23.5177204956822473,-46.5892266203400187
366,02114,sao paulo,SP,-23.5223179267028547,-46.5906148331794426
367,02115,sao paulo,SP,-23.5265896491225759,-46.5916926592957286
368,02116,sao paulo,SP,-23.5201106788260032,-46.5852400430573186
369,02117,sao paulo,SP,-23.5186549641049506,-46.5936598481946331
370,02118,sao paulo,SP,-23.5150065113473218,-46.5927746348823772
371,02119,sao paulo,SP,-23.5122078031303570,-46.5926390494415799
372,02120,sao paulo,SP,-23.5108244024457513,-46.5938857602457820
373,02121,sao paulo,SP,-23.5122290692202329,-46.5896833188041167
374,02122,sao paulo,SP,-23.5119660935801521,-46.5838643771814449
375,02123,sao paulo,SP,-23.5118380839914458,-46.5794424960390125
376,02124,sao paulo,SP,-23.5069769130258482,-46.5771208635754297
377,02125,sao paulo,SP,-23.5098399524027497,-46.5868033548936903
378,02126,sao paulo,SP,-23.5068980213828541,-46.5917511478835409
379,02127,sao paulo,SP,-23.5055979684530575,-46.5872657411086657
380,02128,sao paulo,SP,-23.5050195170793277,-46.5939425640834353
381,02129,sao paulo,SP,-23.5037190648127405,-46.5882910289653111
382,02130,sao paulo,SP,-23.5084674973840286,-46.5835636664294452
383,02131,sao paulo,SP,-23.5043288118695350,-46.5825094505841689
384,02132,sao paulo,SP,-23.5013209295348618,-46.5776566278787517
385,02133,sao paulo,SP,-23.4990812244209264,-46.5847247684584152
386,02134,sao paulo,SP,-23.4986132674088560,-46.5797857222972842
387,02135,sao paulo,SP,-23.4979321894060589,-46.5846122917002284
388,02136,sao paulo,SP,-23.4987543242362736,-46.5823772818610654
389,02137,sao paulo,SP,-23.4979532692618091,-46.5761186971736126
390,02138,sao paulo,SP,-23.4934638627085650,-46.5745169763521233
391,02139,sao paulo,SP,-23.4904682659347404,-46.5735302003256721
392,02141,sao paulo,SP,-23.4889868849867931,-46.5706532806754832
393,02142,sao paulo,SP,-23.5101987107017150,-46.5767178154733392
394,02143,sao paulo,SP,-23.5072174461521249,-46.5749671258199299
395,02144,sao paulo,SP,-23.5036956479576718,-46.5707561698241143
396,02145,sao paulo,SP,-23.5023573294679593,-46.5662593044222607
397,02146,sao paulo,SP,-23.5009570233135180,-46.5708822639505700
398,02147,são paulo,SP,-23.4983619265749140,-46.5651667002635355
399,02150,sao paulo,SP,-23.4940346691749771,-46.5686332097043457
400,02151,sao paulo,SP,-23.4969627164143257,-46.5695525968886374
401,02152,sao paulo,SP,-23.4973613652283208,-46.5722317270880373
402,02161,sao paulo,SP,-23.4901651941826732,-46.5692837191868108
403,02162,sao paulo,SP,-23.4906532138410116,-46.5628307853553804
404,02166,sao paulo,SP,-23.5252090570385932,-46.5840215456883313
405,02167,sao paulo,SP,-23.5226957636621535,-46.5816199087691343
406,02168,sao paulo,SP,-23.5206055273529137,-46.5795033981587334
407,02169,sao paulo,SP,-23.5495848454171583,-46.6202999928666428
408,02170,são paulo,SP,-23.5256442995216644,-46.5770134102604761
409,02174,sao paulo,SP,-23.5229235428620580,-46.5724247205603476
410,02175,sao paulo,SP,-23.5158866944002973,-46.5748915873029800
